# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         1.946003
# Static polarizability (from sum rule) =         6.942427 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.36014339E+00      0.27097848E+00      0.51188568E-06      0.61601573E-03      0.18812206E+01
      0.36051088E+00      0.26944180E+00      0.52924404E-06      0.60295120E-03      0.18705525E+01
      0.36087838E+00      0.26783072E+00      0.54635852E-06      0.58944658E-03      0.18593678E+01
      0.36124587E+00      0.26615051E+00      0.56320851E-06      0.57551639E-03      0.18477033E+01
      0.36161336E+00      0.26440646E+00      0.57977397E-06      0.56117580E-03      0.18355955E+01
      0.36198086E+00      0.26260384E+00      0.59603542E-06      0.54644057E-03      0.18230812E+01
      0.36234835E+00      0.26074789E+00      0.61197406E-06      0.53132703E-03      0.18101965E+01
      0.36271584E+00      0.25884380E+00      0.62757172E-06      0.51585201E-03      0.17969777E+01
      0.36308333E+00      0.25689670E+00      0.64281094E-06      0.50003283E-03      0.17834603E+01
      0.36345083E+00      0.25491165E+00      0.65767497E-06      0.48388723E-03      0.17696795E+01
      0.36381832E+00      0.25289360E+00      0.67214784E-06      0.46743332E-03      0.17556695E+01
      0.36418581E+00      0.25084740E+00      0.68621435E-06      0.45068956E-03      0.17414641E+01
      0.36455331E+00      0.24877776E+00      0.69986008E-06      0.43367469E-03      0.17270960E+01
      0.36492080E+00      0.24668926E+00      0.71307147E-06      0.41640767E-03      0.17125970E+01
      0.36528829E+00      0.24458633E+00      0.72583579E-06      0.39890767E-03      0.16979977E+01
      0.36565579E+00      0.24247322E+00      0.73814117E-06      0.38119398E-03      0.16833279E+01
      0.36602328E+00      0.24035403E+00      0.74997662E-06      0.36328598E-03      0.16686158E+01
      0.36639077E+00      0.23823264E+00      0.76133206E-06      0.34520309E-03      0.16538884E+01
      0.36675827E+00      0.23611275E+00      0.77219830E-06      0.32696471E-03      0.16391714E+01
      0.36712576E+00      0.23399784E+00      0.78256706E-06      0.30859019E-03      0.16244890E+01
      0.36749325E+00      0.23189120E+00      0.79243098E-06      0.29009877E-03      0.16098640E+01
      0.36786075E+00      0.22979586E+00      0.80178364E-06      0.27150952E-03      0.15953175E+01
      0.36822824E+00      0.22771467E+00      0.81061953E-06      0.25284130E-03      0.15808692E+01
      0.36859573E+00      0.22565019E+00      0.81893408E-06      0.23411274E-03      0.15665370E+01
      0.36896323E+00      0.22360480E+00      0.82672365E-06      0.21534215E-03      0.15523372E+01
      0.36933072E+00      0.22158061E+00      0.83398550E-06      0.19654753E-03      0.15382846E+01
      0.36969821E+00      0.21957949E+00      0.84071783E-06      0.17774646E-03      0.15243922E+01
      0.37006571E+00      0.21760308E+00      0.84691975E-06      0.15895613E-03      0.15106713E+01
      0.37043320E+00      0.21565278E+00      0.85259124E-06      0.14019324E-03      0.14971316E+01
      0.37080069E+00      0.21372973E+00      0.85773320E-06      0.12147403E-03      0.14837812E+01
      0.37116819E+00      0.21183488E+00      0.86234739E-06      0.10281418E-03      0.14706265E+01
      0.37153568E+00      0.20996890E+00      0.86643641E-06      0.84228801E-04      0.14576723E+01
      0.37190317E+00      0.20813228E+00      0.87000372E-06      0.65732432E-04      0.14449219E+01
      0.37227067E+00      0.20632525E+00      0.87305360E-06      0.47338976E-04      0.14323769E+01
      0.37263816E+00      0.20454786E+00      0.87559112E-06      0.29061692E-04      0.14200377E+01
      0.37300565E+00      0.20279994E+00      0.87762212E-06      0.10913173E-04      0.14079030E+01
      0.37337315E+00      0.20108112E+00      0.87915320E-06     -0.70946810E-05      0.13959705E+01
      0.37374064E+00      0.19939088E+00      0.88019168E-06     -0.24950671E-04      0.13842362E+01
      0.37410813E+00      0.19772848E+00      0.88074559E-06     -0.42644318E-04      0.13726953E+01
      0.37447563E+00      0.19609306E+00      0.88082362E-06     -0.60165873E-04      0.13613417E+01
      0.37484312E+00      0.19448358E+00      0.88043511E-06     -0.77506323E-04      0.13501682E+01
      0.37521061E+00      0.19289888E+00      0.87958998E-06     -0.94657397E-04      0.13391667E+01
      0.37557811E+00      0.19133769E+00      0.87829877E-06     -0.11161157E-03      0.13283284E+01
      0.37594560E+00      0.18979861E+00      0.87657253E-06     -0.12836205E-03      0.13176436E+01
      0.37631309E+00      0.18828016E+00      0.87442285E-06     -0.14490279E-03      0.13071020E+01
      0.37668059E+00      0.18678078E+00      0.87186178E-06     -0.16122848E-03      0.12966929E+01
      0.37704808E+00      0.18529887E+00      0.86890181E-06     -0.17733450E-03      0.12864049E+01
      0.37741557E+00      0.18383274E+00      0.86555585E-06     -0.19321697E-03      0.12762266E+01
      0.37778307E+00      0.18238073E+00      0.86183719E-06     -0.20887267E-03      0.12661462E+01
      0.37815056E+00      0.18094112E+00      0.85775941E-06     -0.22429907E-03      0.12561520E+01
      0.37851805E+00      0.17951222E+00      0.85333645E-06     -0.23949426E-03      0.12462321E+01
      0.37888554E+00      0.17809235E+00      0.84858247E-06     -0.25445697E-03      0.12363750E+01
      0.37925304E+00      0.17667990E+00      0.84351188E-06     -0.26918651E-03      0.12265692E+01
      0.37962053E+00      0.17527327E+00      0.83813925E-06     -0.28368276E-03      0.12168040E+01
      0.37998802E+00      0.17387096E+00      0.83247935E-06     -0.29794612E-03      0.12070687E+01
      0.38035552E+00      0.17247155E+00      0.82654703E-06     -0.31197747E-03      0.11973535E+01
      0.38072301E+00      0.17107372E+00      0.82035723E-06     -0.32577817E-03      0.11876493E+01
      0.38109050E+00      0.16967627E+00      0.81392495E-06     -0.33934997E-03      0.11779478E+01
      0.38145800E+00      0.16827814E+00      0.80726520E-06     -0.35269500E-03      0.11682415E+01
      0.38182549E+00      0.16687841E+00      0.80039297E-06     -0.36581572E-03      0.11585241E+01
      0.38219298E+00      0.16547631E+00      0.79332317E-06     -0.37871487E-03      0.11487903E+01
      0.38256048E+00      0.16407126E+00      0.78607067E-06     -0.39139542E-03      0.11390360E+01
      0.38292797E+00      0.16266285E+00      0.77865020E-06     -0.40386053E-03      0.11292583E+01
      0.38329546E+00      0.16125087E+00      0.77107633E-06     -0.41611350E-03      0.11194559E+01
      0.38366296E+00      0.15983531E+00      0.76336347E-06     -0.42815773E-03      0.11096287E+01
      0.38403045E+00      0.15841639E+00      0.75552583E-06     -0.43999663E-03      0.10997780E+01
      0.38439794E+00      0.15699452E+00      0.74757737E-06     -0.45163363E-03      0.10899070E+01
      0.38476544E+00      0.15557038E+00      0.73953180E-06     -0.46307208E-03      0.10800201E+01
      0.38513293E+00      0.15414484E+00      0.73140257E-06     -0.47431520E-03      0.10701236E+01
      0.38550042E+00      0.15271905E+00      0.72320279E-06     -0.48536608E-03      0.10602253E+01
      0.38586792E+00      0.15129437E+00      0.71494526E-06     -0.49622757E-03      0.10503347E+01
      0.38623541E+00      0.14987242E+00      0.70664244E-06     -0.50690226E-03      0.10404630E+01
      0.38660290E+00      0.14845506E+00      0.69830641E-06     -0.51739243E-03      0.10306232E+01
      0.38697040E+00      0.14704440E+00      0.68994887E-06     -0.52769999E-03      0.10208300E+01
      0.38733789E+00      0.14564280E+00      0.68158114E-06     -0.53782646E-03      0.10110996E+01
      0.38770538E+00      0.14425284E+00      0.67321410E-06     -0.54777290E-03      0.10014501E+01
      0.38807288E+00      0.14287736E+00      0.66485822E-06     -0.55753986E-03      0.99190105E+00
      0.38844037E+00      0.14151942E+00      0.65652353E-06     -0.56712738E-03      0.98247378E+00
      0.38880786E+00      0.14018231E+00      0.64821961E-06     -0.57653493E-03      0.97319111E+00
      0.38917536E+00      0.13886953E+00      0.63995561E-06     -0.58576133E-03      0.96407739E+00
      0.38954285E+00      0.13758481E+00      0.63174017E-06     -0.59480481E-03      0.95515841E+00
      0.38991034E+00      0.13633205E+00      0.62358152E-06     -0.60366288E-03      0.94646136E+00
      0.39027784E+00      0.13511536E+00      0.61548739E-06     -0.61233240E-03      0.93801474E+00
      0.39064533E+00      0.13393903E+00      0.60746504E-06     -0.62080944E-03      0.92984825E+00
      0.39101282E+00      0.13280749E+00      0.59952128E-06     -0.62908939E-03      0.92199274E+00
      0.39138032E+00      0.13172534E+00      0.59166243E-06     -0.63716682E-03      0.91448010E+00
      0.39174781E+00      0.13069730E+00      0.58389436E-06     -0.64503556E-03      0.90734314E+00
      0.39211530E+00      0.12972823E+00      0.57622248E-06     -0.65268863E-03      0.90061548E+00
      0.39248280E+00      0.12882305E+00      0.56865173E-06     -0.66011824E-03      0.89433145E+00
      0.39285029E+00      0.12798680E+00      0.56118661E-06     -0.66731584E-03      0.88852595E+00
      0.39321778E+00      0.12722458E+00      0.55383118E-06     -0.67427205E-03      0.88323435E+00
      0.39358528E+00      0.12654152E+00      0.54658908E-06     -0.68097669E-03      0.87849232E+00
      0.39395277E+00      0.12594278E+00      0.53946351E-06     -0.68741882E-03      0.87433573E+00
      0.39432026E+00      0.12543356E+00      0.53245729E-06     -0.69358671E-03      0.87080049E+00
      0.39468775E+00      0.12501899E+00      0.52557280E-06     -0.69946788E-03      0.86792244E+00
      0.39505525E+00      0.12470422E+00      0.51881210E-06     -0.70504910E-03      0.86573718E+00
      0.39542274E+00      0.12449431E+00      0.51217683E-06     -0.71031646E-03      0.86427992E+00
      0.39579023E+00      0.12439426E+00      0.50566831E-06     -0.71525533E-03      0.86358538E+00
      0.39615773E+00      0.12440899E+00      0.49928753E-06     -0.71985047E-03      0.86368760E+00
      0.39652522E+00      0.12454327E+00      0.49303513E-06     -0.72408601E-03      0.86461984E+00
      0.39689271E+00      0.12480177E+00      0.48691149E-06     -0.72794552E-03      0.86641440E+00
      0.39726021E+00      0.12518897E+00      0.48091670E-06     -0.73141202E-03      0.86910251E+00
      0.39762770E+00      0.12570921E+00      0.47505058E-06     -0.73446809E-03      0.87271418E+00
      0.39799519E+00      0.12636661E+00      0.46931271E-06     -0.73709586E-03      0.87727807E+00
      0.39836269E+00      0.12716509E+00      0.46370246E-06     -0.73927711E-03      0.88282137E+00
      0.39873018E+00      0.12810833E+00      0.45821898E-06     -0.74099329E-03      0.88936967E+00
      0.39909767E+00      0.12919978E+00      0.45286126E-06     -0.74222560E-03      0.89694683E+00
      0.39946517E+00      0.13044260E+00      0.44762812E-06     -0.74295508E-03      0.90557488E+00
      0.39983266E+00      0.13183969E+00      0.44251823E-06     -0.74316264E-03      0.91527393E+00
      0.40020015E+00      0.13339365E+00      0.43753015E-06     -0.74282912E-03      0.92606204E+00
      0.40056765E+00      0.13510678E+00      0.43266235E-06     -0.74193542E-03      0.93795516E+00
      0.40093514E+00      0.13698106E+00      0.42791319E-06     -0.74046252E-03      0.95096700E+00
      0.40130263E+00      0.13901813E+00      0.42328099E-06     -0.73839157E-03      0.96510901E+00
      0.40167013E+00      0.14121930E+00      0.41876404E-06     -0.73570398E-03      0.98039029E+00
      0.40203762E+00      0.14358555E+00      0.41436058E-06     -0.73238149E-03      0.99681752E+00
      0.40240511E+00      0.14611747E+00      0.41006885E-06     -0.72840624E-03      0.10143949E+01
      0.40277261E+00      0.14881532E+00      0.40588713E-06     -0.72376087E-03      0.10331243E+01
      0.40314010E+00      0.15167899E+00      0.40181371E-06     -0.71842857E-03      0.10530048E+01
      0.40350759E+00      0.15470801E+00      0.39784692E-06     -0.71239321E-03      0.10740333E+01
      0.40387509E+00      0.15790154E+00      0.39398517E-06     -0.70563937E-03      0.10962038E+01
      0.40424258E+00      0.16125837E+00      0.39022695E-06     -0.69815246E-03      0.11195080E+01
      0.40461007E+00      0.16477695E+00      0.38657081E-06     -0.68991874E-03      0.11439351E+01
      0.40497757E+00      0.16845535E+00      0.38301545E-06     -0.68092550E-03      0.11694717E+01
      0.40534506E+00      0.17229130E+00      0.37955966E-06     -0.67116102E-03      0.11961022E+01
      0.40571255E+00      0.17628220E+00      0.37620236E-06     -0.66061475E-03      0.12238083E+01
      0.40608005E+00      0.18042510E+00      0.37294263E-06     -0.64927729E-03      0.12525697E+01
      0.40644754E+00      0.18471673E+00      0.36977968E-06     -0.63714053E-03      0.12823636E+01
      0.40681503E+00      0.18915351E+00      0.36671288E-06     -0.62419771E-03      0.13131651E+01
      0.40718253E+00      0.19373157E+00      0.36374177E-06     -0.61044344E-03      0.13449475E+01
      0.40755002E+00      0.19844675E+00      0.36086607E-06     -0.59587381E-03      0.13776818E+01
      0.40791751E+00      0.20329463E+00      0.35808565E-06     -0.58048644E-03      0.14113374E+01
      0.40828501E+00      0.20827056E+00      0.35540058E-06     -0.56428051E-03      0.14458819E+01
      0.40865250E+00      0.21336963E+00      0.35281112E-06     -0.54725685E-03      0.14812813E+01
      0.40901999E+00      0.21858676E+00      0.35031770E-06     -0.52941797E-03      0.15175003E+01
      0.40938748E+00      0.22391668E+00      0.34792094E-06     -0.51076807E-03      0.15545023E+01
      0.40975498E+00      0.22935393E+00      0.34562164E-06     -0.49131316E-03      0.15922495E+01
      0.41012247E+00      0.23489297E+00      0.34342080E-06     -0.47106101E-03      0.16307033E+01
      0.41048996E+00      0.24052810E+00      0.34131958E-06     -0.45002123E-03      0.16698242E+01
      0.41085746E+00      0.24625358E+00      0.33931934E-06     -0.42820528E-03      0.17095723E+01
      0.41122495E+00      0.25206357E+00      0.33742159E-06     -0.40562648E-03      0.17499072E+01
      0.41159244E+00      0.25795224E+00      0.33562803E-06     -0.38230004E-03      0.17907882E+01
      0.41195994E+00      0.26391374E+00      0.33394050E-06     -0.35824305E-03      0.18321749E+01
      0.41232743E+00      0.26994226E+00      0.33236100E-06     -0.33347451E-03      0.18740269E+01
      0.41269492E+00      0.27603204E+00      0.33089169E-06     -0.30801528E-03      0.19163041E+01
      0.41306242E+00      0.28217741E+00      0.32953484E-06     -0.28188813E-03      0.19589673E+01
      0.41342991E+00      0.28837282E+00      0.32829286E-06     -0.25511766E-03      0.20019778E+01
      0.41379740E+00      0.29461284E+00      0.32716827E-06     -0.22773035E-03      0.20452981E+01
      0.41416490E+00      0.30089226E+00      0.32616369E-06     -0.19975447E-03      0.20888918E+01
      0.41453239E+00      0.30720604E+00      0.32528184E-06     -0.17122007E-03      0.21327241E+01
      0.41489988E+00      0.31354937E+00      0.32452551E-06     -0.14215897E-03      0.21767616E+01
      0.41526738E+00      0.31991771E+00      0.32389754E-06     -0.11260465E-03      0.22209726E+01
      0.41563487E+00      0.32630680E+00      0.32340085E-06     -0.82592277E-04      0.22653278E+01
      0.41600236E+00      0.33271271E+00      0.32303838E-06     -0.52158586E-04      0.23097997E+01
      0.41636986E+00      0.33913181E+00      0.32281308E-06     -0.21341852E-04      0.23543632E+01
      0.41673735E+00      0.34556086E+00      0.32272792E-06      0.98181887E-05      0.23989957E+01
      0.41710484E+00      0.35199699E+00      0.32278585E-06      0.41280409E-04      0.24436775E+01
      0.41747234E+00      0.35843775E+00      0.32298980E-06      0.73002367E-04      0.24883913E+01
      0.41783983E+00      0.36488108E+00      0.32334267E-06      0.10494039E-03      0.25331230E+01
      0.41820732E+00      0.37132541E+00      0.32384727E-06      0.13704966E-03      0.25778616E+01
      0.41857482E+00      0.37776958E+00      0.32450638E-06      0.16928432E-03      0.26225992E+01
      0.41894231E+00      0.38421296E+00      0.32532267E-06      0.20159754E-03      0.26673312E+01
      0.41930980E+00      0.39065535E+00      0.32629869E-06      0.23394164E-03      0.27120563E+01
      0.41967730E+00      0.39709709E+00      0.32743690E-06      0.26626819E-03      0.27567770E+01
      0.42004479E+00      0.40353901E+00      0.32873962E-06      0.29852811E-03      0.28014989E+01
      0.42041228E+00      0.40998246E+00      0.33020900E-06      0.33067181E-03      0.28462315E+01
      0.42077978E+00      0.41642932E+00      0.33184705E-06      0.36264925E-03      0.28909876E+01
      0.42114727E+00      0.42288196E+00      0.33365559E-06      0.39441011E-03      0.29357839E+01
      0.42151476E+00      0.42934330E+00      0.33563627E-06      0.42590387E-03      0.29806407E+01
      0.42188226E+00      0.43581678E+00      0.33779050E-06      0.45707994E-03      0.30255817E+01
      0.42224975E+00      0.44230635E+00      0.34011950E-06      0.48788781E-03      0.30706344E+01
      0.42261724E+00      0.44881646E+00      0.34262426E-06      0.51827714E-03      0.31158297E+01
      0.42298474E+00      0.45535207E+00      0.34530553E-06      0.54819788E-03      0.31612020E+01
      0.42335223E+00      0.46191862E+00      0.34816381E-06      0.57760043E-03      0.32067891E+01
      0.42371972E+00      0.46852204E+00      0.35119934E-06      0.60643573E-03      0.32526322E+01
      0.42408722E+00      0.47516870E+00      0.35441208E-06      0.63465540E-03      0.32987755E+01
      0.42445471E+00      0.48186540E+00      0.35780174E-06      0.66221186E-03      0.33452662E+01
      0.42482220E+00      0.48861939E+00      0.36136774E-06      0.68905846E-03      0.33921545E+01
      0.42518969E+00      0.49543827E+00      0.36510920E-06      0.71514959E-03      0.34394934E+01
      0.42555719E+00      0.50233004E+00      0.36902495E-06      0.74044081E-03      0.34873383E+01
      0.42592468E+00      0.50930303E+00      0.37311354E-06      0.76488895E-03      0.35357471E+01
      0.42629217E+00      0.51636585E+00      0.37737320E-06      0.78845225E-03      0.35847795E+01
      0.42665967E+00      0.52352743E+00      0.38180185E-06      0.81109044E-03      0.36344975E+01
      0.42702716E+00      0.53079690E+00      0.38639713E-06      0.83276489E-03      0.36849645E+01
      0.42739465E+00      0.53818362E+00      0.39115635E-06      0.85343867E-03      0.37362455E+01
      0.42776215E+00      0.54569711E+00      0.39607654E-06      0.87307669E-03      0.37884066E+01
      0.42812964E+00      0.55334700E+00      0.40115440E-06      0.89164578E-03      0.38415146E+01
      0.42849713E+00      0.56114302E+00      0.40638634E-06      0.90911477E-03      0.38956371E+01
      0.42886463E+00      0.56909493E+00      0.41176848E-06      0.92545460E-03      0.39508419E+01
      0.42923212E+00      0.57721251E+00      0.41729665E-06      0.94063840E-03      0.40071967E+01
      0.42959961E+00      0.58550546E+00      0.42296636E-06      0.95464155E-03      0.40647691E+01
      0.42996711E+00      0.59398340E+00      0.42877288E-06      0.96744177E-03      0.41236257E+01
      0.43033460E+00      0.60265581E+00      0.43471119E-06      0.97901918E-03      0.41838324E+01
      0.43070209E+00      0.61153197E+00      0.44077598E-06      0.98935635E-03      0.42454536E+01
      0.43106959E+00      0.62062094E+00      0.44696173E-06      0.99843838E-03      0.43085521E+01
      0.43143708E+00      0.62993146E+00      0.45326263E-06      0.10062529E-02      0.43731888E+01
      0.43180457E+00      0.63947197E+00      0.45967265E-06      0.10127902E-02      0.44394222E+01
      0.43217207E+00      0.64925051E+00      0.46618553E-06      0.10180431E-02      0.45073079E+01
      0.43253956E+00      0.65927467E+00      0.47279480E-06      0.10220071E-02      0.45768989E+01
      0.43290705E+00      0.66955157E+00      0.47949379E-06      0.10246806E-02      0.46482445E+01
      0.43327455E+00      0.68008782E+00      0.48627564E-06      0.10260643E-02      0.47213906E+01
      0.43364204E+00      0.69088942E+00      0.49313331E-06      0.10261620E-02      0.47963788E+01
      0.43400953E+00      0.70196177E+00      0.50005959E-06      0.10249800E-02      0.48732467E+01
      0.43437703E+00      0.71330959E+00      0.50704714E-06      0.10225272E-02      0.49520269E+01
      0.43474452E+00      0.72493689E+00      0.51408850E-06      0.10188153E-02      0.50327474E+01
      0.43511201E+00      0.73684693E+00      0.52117606E-06      0.10138587E-02      0.51154307E+01
      0.43547951E+00      0.74904217E+00      0.52830214E-06      0.10076743E-02      0.52000941E+01
      0.43584700E+00      0.76152425E+00      0.53545895E-06      0.10002817E-02      0.52867487E+01
      0.43621449E+00      0.77429392E+00      0.54263867E-06      0.99170297E-03      0.53753999E+01
      0.43658199E+00      0.78735105E+00      0.54983339E-06      0.98196264E-03      0.54660468E+01
      0.43694948E+00      0.80069457E+00      0.55703519E-06      0.97108776E-03      0.55586818E+01
      0.43731697E+00      0.81432242E+00      0.56423611E-06      0.95910772E-03      0.56532908E+01
      0.43768447E+00      0.82823159E+00      0.57142822E-06      0.94605420E-03      0.57498527E+01
      0.43805196E+00      0.84241801E+00      0.57860357E-06      0.93196112E-03      0.58483395E+01
      0.43841945E+00      0.85687660E+00      0.58575427E-06      0.91686455E-03      0.59487157E+01
      0.43878695E+00      0.87160123E+00      0.59287247E-06      0.90080262E-03      0.60509389E+01
      0.43915444E+00      0.88658469E+00      0.59995036E-06      0.88381543E-03      0.61549589E+01
      0.43952193E+00      0.90181867E+00      0.60698025E-06      0.86594493E-03      0.62607182E+01
      0.43988943E+00      0.91729381E+00      0.61395450E-06      0.84723487E-03      0.63681516E+01
      0.44025692E+00      0.93299962E+00      0.62086562E-06      0.82773063E-03      0.64771864E+01
      0.44062441E+00      0.94892454E+00      0.62770623E-06      0.80747918E-03      0.65877424E+01
      0.44099190E+00      0.96505590E+00      0.63446906E-06      0.78652889E-03      0.66997316E+01
      0.44135940E+00      0.98137995E+00      0.64114704E-06      0.76492946E-03      0.68130584E+01
      0.44172689E+00      0.99788186E+00      0.64773324E-06      0.74273182E-03      0.69276201E+01
      0.44209438E+00      0.10145457E+01      0.65422091E-06      0.71998792E-03      0.70433061E+01
      0.44246188E+00      0.10313547E+01      0.66060348E-06      0.69675071E-03      0.71599991E+01
      0.44282937E+00      0.10482906E+01      0.66687461E-06      0.67307391E-03      0.72775741E+01
      0.44319686E+00      0.10653347E+01      0.67302814E-06      0.64901198E-03      0.73958995E+01
      0.44356436E+00      0.10824669E+01      0.67905816E-06      0.62461991E-03      0.75148369E+01
      0.44393185E+00      0.10996664E+01      0.68495897E-06      0.59995310E-03      0.76342413E+01
      0.44429934E+00      0.11169113E+01      0.69072513E-06      0.57506729E-03      0.77539613E+01
      0.44466684E+00      0.11341791E+01      0.69635144E-06      0.55001833E-03      0.78738398E+01
      0.44503433E+00      0.11514462E+01      0.70183295E-06      0.52486213E-03      0.79937137E+01
      0.44540182E+00      0.11686884E+01      0.70716498E-06      0.49965449E-03      0.81134144E+01
      0.44576932E+00      0.11858806E+01      0.71234313E-06      0.47445096E-03      0.82327686E+01
      0.44613681E+00      0.12029973E+01      0.71736324E-06      0.44930674E-03      0.83515980E+01
      0.44650430E+00      0.12200121E+01      0.72222146E-06      0.42427652E-03      0.84697200E+01
      0.44687180E+00      0.12368981E+01      0.72691421E-06      0.39941439E-03      0.85869483E+01
      0.44723929E+00      0.12536280E+01      0.73143820E-06      0.37477367E-03      0.87030927E+01
      0.44760678E+00      0.12701740E+01      0.73579040E-06      0.35040685E-03      0.88179603E+01
      0.44797428E+00      0.12865079E+01      0.73996811E-06      0.32636540E-03      0.89313555E+01
      0.44834177E+00      0.13026012E+01      0.74396889E-06      0.30269972E-03      0.90430804E+01
      0.44870926E+00      0.13184252E+01      0.74779059E-06      0.27945898E-03      0.91529358E+01
      0.44907676E+00      0.13339510E+01      0.75143135E-06      0.25669107E-03      0.92607210E+01
      0.44944425E+00      0.13491496E+01      0.75488959E-06      0.23444242E-03      0.93662348E+01
      0.44981174E+00      0.13639921E+01      0.75816402E-06      0.21275798E-03      0.94692760E+01
      0.45017924E+00      0.13784494E+01      0.76125364E-06      0.19168108E-03      0.95696436E+01
      0.45054673E+00      0.13924929E+01      0.76415771E-06      0.17125335E-03      0.96671377E+01
      0.45091422E+00      0.14060938E+01      0.76687577E-06      0.15151465E-03      0.97615600E+01
      0.45128172E+00      0.14192240E+01      0.76940761E-06      0.13250297E-03      0.98527139E+01
      0.45164921E+00      0.14318554E+01      0.77175332E-06      0.11425439E-03      0.99404056E+01
      0.45201670E+00      0.14439607E+01      0.77391323E-06      0.96802985E-04      0.10024445E+02
      0.45238420E+00      0.14555129E+01      0.77588790E-06      0.80180779E-04      0.10104644E+02
      0.45275169E+00      0.14664857E+01      0.77767817E-06      0.64417690E-04      0.10180820E+02
      0.45311918E+00      0.14768533E+01      0.77928511E-06      0.49541476E-04      0.10252796E+02
      0.45348668E+00      0.14865910E+01      0.78071000E-06      0.35577698E-04      0.10320398E+02
      0.45385417E+00      0.14956747E+01      0.78195436E-06      0.22549685E-04      0.10383459E+02
      0.45422166E+00      0.15040811E+01      0.78301994E-06      0.10478500E-04      0.10441820E+02
      0.45458916E+00      0.15117883E+01      0.78390868E-06     -0.61708019E-06      0.10495325E+02
      0.45495665E+00      0.15187750E+01      0.78462272E-06     -0.10720581E-04      0.10543830E+02
      0.45532414E+00      0.15250213E+01      0.78516440E-06     -0.19817844E-04      0.10587193E+02
      0.45569163E+00      0.15305084E+01      0.78553624E-06     -0.27897027E-04      0.10625287E+02
      0.45605913E+00      0.15352187E+01      0.78574095E-06     -0.34948609E-04      0.10657987E+02
      0.45642662E+00      0.15391361E+01      0.78578138E-06     -0.40965375E-04      0.10685182E+02
      0.45679411E+00      0.15422455E+01      0.78566056E-06     -0.45942408E-04      0.10706769E+02
      0.45716161E+00      0.15445336E+01      0.78538166E-06     -0.49877066E-04      0.10722654E+02
      0.45752910E+00      0.15459883E+01      0.78494800E-06     -0.52768962E-04      0.10732753E+02
      0.45789659E+00      0.15465993E+01      0.78436302E-06     -0.54619927E-04      0.10736995E+02
      0.45826409E+00      0.15463576E+01      0.78363030E-06     -0.55433978E-04      0.10735317E+02
      0.45863158E+00      0.15452559E+01      0.78275353E-06     -0.55217278E-04      0.10727668E+02
      0.45899907E+00      0.15432885E+01      0.78173651E-06     -0.53978086E-04      0.10714010E+02
      0.45936657E+00      0.15404515E+01      0.78058314E-06     -0.51726709E-04      0.10694315E+02
      0.45973406E+00      0.15367425E+01      0.77929741E-06     -0.48475448E-04      0.10668565E+02
      0.46010155E+00      0.15321609E+01      0.77788341E-06     -0.44238534E-04      0.10636759E+02
      0.46046905E+00      0.15267079E+01      0.77634530E-06     -0.39032070E-04      0.10598902E+02
      0.46083654E+00      0.15203864E+01      0.77468730E-06     -0.32873960E-04      0.10555016E+02
      0.46120403E+00      0.15132010E+01      0.77291372E-06     -0.25783838E-04      0.10505133E+02
      0.46157153E+00      0.15051581E+01      0.77102892E-06     -0.17782997E-04      0.10449296E+02
      0.46193902E+00      0.14962659E+01      0.76903732E-06     -0.88943094E-05      0.10387564E+02
      0.46230651E+00      0.14865342E+01      0.76694337E-06      0.85785091E-06      0.10320004E+02
      0.46267401E+00      0.14759749E+01      0.76475158E-06      0.11447692E-04      0.10246697E+02
      0.46304150E+00      0.14646011E+01      0.76246649E-06      0.22848085E-04      0.10167737E+02
      0.46340899E+00      0.14524281E+01      0.76009269E-06      0.35030654E-04      0.10083228E+02
      0.46377649E+00      0.14394726E+01      0.75763477E-06      0.47965859E-04      0.99932867E+01
      0.46414398E+00      0.14257531E+01      0.75509738E-06      0.61623087E-04      0.98980410E+01
      0.46451147E+00      0.14112895E+01      0.75248517E-06      0.75970740E-04      0.97976300E+01
      0.46487897E+00      0.13961035E+01      0.74980280E-06      0.90976324E-04      0.96922039E+01
      0.46524646E+00      0.13802182E+01      0.74705497E-06      0.10660654E-03      0.95819233E+01
      0.46561395E+00      0.13636584E+01      0.74424637E-06      0.12282737E-03      0.94669595E+01
      0.46598145E+00      0.13464500E+01      0.74138172E-06      0.13960418E-03      0.93474935E+01
      0.46634894E+00      0.13286206E+01      0.73846573E-06      0.15690179E-03      0.92237160E+01
