# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         3.022711
# Static polarizability (from sum rule) =        11.025296 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.37190317E+00      0.11164565E+00     -0.21283264E-12      0.15831073E-12      0.77508040E+00
      0.37227067E+00      0.11888442E+00     -0.21275964E-12      0.16065410E-12      0.82533427E+00
      0.37263816E+00      0.12631874E+00     -0.21270645E-12      0.16308842E-12      0.87694571E+00
      0.37300565E+00      0.13394213E+00     -0.21267292E-12      0.16561364E-12      0.92986981E+00
      0.37337315E+00      0.14174755E+00     -0.21265883E-12      0.16822955E-12      0.98405756E+00
      0.37374064E+00      0.14972734E+00     -0.21266395E-12      0.17093578E-12      0.10394559E+01
      0.37410813E+00      0.15787327E+00     -0.21268800E-12      0.17373179E-12      0.10960076E+01
      0.37447563E+00      0.16617654E+00     -0.21273065E-12      0.17661690E-12      0.11536516E+01
      0.37484312E+00      0.17462779E+00     -0.21279155E-12      0.17959022E-12      0.12123228E+01
      0.37521061E+00      0.18321710E+00     -0.21287030E-12      0.18265072E-12      0.12719526E+01
      0.37557811E+00      0.19193402E+00     -0.21296648E-12      0.18579716E-12      0.13324683E+01
      0.37594560E+00      0.20076761E+00     -0.21307961E-12      0.18902815E-12      0.13937939E+01
      0.37631309E+00      0.20970639E+00     -0.21320919E-12      0.19234209E-12      0.14558499E+01
      0.37668059E+00      0.21873844E+00     -0.21335467E-12      0.19573721E-12      0.15185533E+01
      0.37704808E+00      0.22785138E+00     -0.21351548E-12      0.19921157E-12      0.15818183E+01
      0.37741557E+00      0.23703237E+00     -0.21369101E-12      0.20276302E-12      0.16455557E+01
      0.37778307E+00      0.24626821E+00     -0.21388060E-12      0.20638923E-12      0.17096739E+01
      0.37815056E+00      0.25554529E+00     -0.21408359E-12      0.21008771E-12      0.17740784E+01
      0.37851805E+00      0.26484968E+00     -0.21429926E-12      0.21385575E-12      0.18386725E+01
      0.37888554E+00      0.27416712E+00     -0.21452687E-12      0.21769049E-12      0.19033572E+01
      0.37925304E+00      0.28348308E+00     -0.21476567E-12      0.22158888E-12      0.19680317E+01
      0.37962053E+00      0.29278277E+00     -0.21501485E-12      0.22554770E-12      0.20325931E+01
      0.37998802E+00      0.30205120E+00     -0.21527361E-12      0.22956355E-12      0.20969376E+01
      0.38035552E+00      0.31127320E+00     -0.21554110E-12      0.23363286E-12      0.21609597E+01
      0.38072301E+00      0.32043346E+00     -0.21581645E-12      0.23775193E-12      0.22245532E+01
      0.38109050E+00      0.32951659E+00     -0.21609880E-12      0.24191688E-12      0.22876112E+01
      0.38145800E+00      0.33850712E+00     -0.21638725E-12      0.24612368E-12      0.23500264E+01
      0.38182549E+00      0.34738959E+00     -0.21668089E-12      0.25036819E-12      0.24116914E+01
      0.38219298E+00      0.35614855E+00     -0.21697879E-12      0.25464609E-12      0.24724989E+01
      0.38256048E+00      0.36476863E+00     -0.21728003E-12      0.25895298E-12      0.25323423E+01
      0.38292797E+00      0.37323458E+00     -0.21758367E-12      0.26328434E-12      0.25911157E+01
      0.38329546E+00      0.38153129E+00     -0.21788878E-12      0.26763553E-12      0.26487141E+01
      0.38366296E+00      0.38964387E+00     -0.21819441E-12      0.27200183E-12      0.27050343E+01
      0.38403045E+00      0.39755768E+00     -0.21849962E-12      0.27637843E-12      0.27599746E+01
      0.38439794E+00      0.40525836E+00     -0.21880350E-12      0.28076048E-12      0.28134352E+01
      0.38476544E+00      0.41273189E+00     -0.21910510E-12      0.28514305E-12      0.28653189E+01
      0.38513293E+00      0.41996465E+00     -0.21940353E-12      0.28952117E-12      0.29155310E+01
      0.38550042E+00      0.42694342E+00     -0.21969788E-12      0.29388985E-12      0.29639799E+01
      0.38586792E+00      0.43365547E+00     -0.21998728E-12      0.29824409E-12      0.30105771E+01
      0.38623541E+00      0.44008857E+00     -0.22027087E-12      0.30257889E-12      0.30552378E+01
      0.38660290E+00      0.44623106E+00     -0.22054781E-12      0.30688926E-12      0.30978810E+01
      0.38697040E+00      0.45207187E+00     -0.22081731E-12      0.31117025E-12      0.31384298E+01
      0.38733789E+00      0.45760057E+00     -0.22107859E-12      0.31541696E-12      0.31768118E+01
      0.38770538E+00      0.46280740E+00     -0.22133092E-12      0.31962457E-12      0.32129593E+01
      0.38807288E+00      0.46768332E+00     -0.22157359E-12      0.32378831E-12      0.32468095E+01
      0.38844037E+00      0.47222006E+00     -0.22180593E-12      0.32790354E-12      0.32783050E+01
      0.38880786E+00      0.47641010E+00     -0.22202735E-12      0.33196572E-12      0.33073937E+01
      0.38917536E+00      0.48024677E+00     -0.22223726E-12      0.33597046E-12      0.33340291E+01
      0.38954285E+00      0.48372425E+00     -0.22243515E-12      0.33991350E-12      0.33581709E+01
      0.38991034E+00      0.48683760E+00     -0.22262055E-12      0.34379077E-12      0.33797847E+01
      0.39027784E+00      0.48958276E+00     -0.22279305E-12      0.34759837E-12      0.33988426E+01
      0.39064533E+00      0.49195666E+00     -0.22295230E-12      0.35133260E-12      0.34153230E+01
      0.39101282E+00      0.49395714E+00     -0.22309801E-12      0.35499000E-12      0.34292109E+01
      0.39138032E+00      0.49558304E+00     -0.22322994E-12      0.35856732E-12      0.34404985E+01
      0.39174781E+00      0.49683419E+00     -0.22334794E-12      0.36206158E-12      0.34491844E+01
      0.39211530E+00      0.49771144E+00     -0.22345190E-12      0.36547004E-12      0.34552745E+01
      0.39248280E+00      0.49821665E+00     -0.22354179E-12      0.36879027E-12      0.34587818E+01
      0.39285029E+00      0.49835272E+00     -0.22361767E-12      0.37202013E-12      0.34597265E+01
      0.39321778E+00      0.49812361E+00     -0.22367964E-12      0.37515776E-12      0.34581359E+01
      0.39358528E+00      0.49753429E+00     -0.22372788E-12      0.37820166E-12      0.34540447E+01
      0.39395277E+00      0.49659082E+00     -0.22376267E-12      0.38115064E-12      0.34474948E+01
      0.39432026E+00      0.49530027E+00     -0.22378433E-12      0.38400386E-12      0.34385354E+01
      0.39468775E+00      0.49367076E+00     -0.22379328E-12      0.38676084E-12      0.34272228E+01
      0.39505525E+00      0.49171147E+00     -0.22378999E-12      0.38942146E-12      0.34136208E+01
      0.39542274E+00      0.48943257E+00     -0.22377504E-12      0.39198597E-12      0.33977999E+01
      0.39579023E+00      0.48684524E+00     -0.22374904E-12      0.39445500E-12      0.33798378E+01
      0.39615773E+00      0.48396168E+00     -0.22371272E-12      0.39682958E-12      0.33598192E+01
      0.39652522E+00      0.48079504E+00     -0.22366685E-12      0.39911111E-12      0.33378353E+01
      0.39689271E+00      0.47735942E+00     -0.22361229E-12      0.40130140E-12      0.33139841E+01
      0.39726021E+00      0.47366984E+00     -0.22354995E-12      0.40340265E-12      0.32883699E+01
      0.39762770E+00      0.46974223E+00     -0.22348084E-12      0.40541745E-12      0.32611032E+01
      0.39799519E+00      0.46559337E+00     -0.22340600E-12      0.40734879E-12      0.32323004E+01
      0.39836269E+00      0.46124087E+00     -0.22332656E-12      0.40920008E-12      0.32020839E+01
      0.39873018E+00      0.45670311E+00     -0.22324371E-12      0.41097508E-12      0.31705813E+01
      0.39909767E+00      0.45199924E+00     -0.22315868E-12      0.41267796E-12      0.31379256E+01
      0.39946517E+00      0.44714911E+00     -0.22307277E-12      0.41431327E-12      0.31042544E+01
      0.39983266E+00      0.44217322E+00     -0.22298734E-12      0.41588593E-12      0.30697102E+01
      0.40020015E+00      0.43709270E+00     -0.22290376E-12      0.41740122E-12      0.30344395E+01
      0.40056765E+00      0.43192920E+00     -0.22282350E-12      0.41886478E-12      0.29985928E+01
      0.40093514E+00      0.42670492E+00     -0.22274802E-12      0.42028257E-12      0.29623242E+01
      0.40130263E+00      0.42144249E+00     -0.22267884E-12      0.42166091E-12      0.29257907E+01
      0.40167013E+00      0.41616493E+00     -0.22261751E-12      0.42300639E-12      0.28891521E+01
      0.40203762E+00      0.41089560E+00     -0.22256559E-12      0.42432594E-12      0.28525708E+01
      0.40240511E+00      0.40565815E+00     -0.22252469E-12      0.42562672E-12      0.28162106E+01
      0.40277261E+00      0.40047641E+00     -0.22249641E-12      0.42691619E-12      0.27802373E+01
      0.40314010E+00      0.39537439E+00     -0.22248236E-12      0.42820201E-12      0.27448175E+01
      0.40350759E+00      0.39037617E+00     -0.22248416E-12      0.42949208E-12      0.27101182E+01
      0.40387509E+00      0.38550585E+00     -0.22250345E-12      0.43079448E-12      0.26763068E+01
      0.40424258E+00      0.38078748E+00     -0.22254183E-12      0.43211745E-12      0.26435504E+01
      0.40461007E+00      0.37624500E+00     -0.22260091E-12      0.43346939E-12      0.26120150E+01
      0.40497757E+00      0.37190216E+00     -0.22268226E-12      0.43485879E-12      0.25818656E+01
      0.40534506E+00      0.36778247E+00     -0.22278744E-12      0.43629426E-12      0.25532654E+01
      0.40571255E+00      0.36390911E+00     -0.22291800E-12      0.43778443E-12      0.25263753E+01
      0.40608005E+00      0.36030489E+00     -0.22307540E-12      0.43933800E-12      0.25013536E+01
      0.40644754E+00      0.35699214E+00     -0.22326112E-12      0.44096364E-12      0.24783554E+01
      0.40681503E+00      0.35399269E+00     -0.22347654E-12      0.44267000E-12      0.24575322E+01
      0.40718253E+00      0.35132777E+00     -0.22372302E-12      0.44446568E-12      0.24390315E+01
      0.40755002E+00      0.34901798E+00     -0.22400184E-12      0.44635917E-12      0.24229962E+01
      0.40791751E+00      0.34708318E+00     -0.22431424E-12      0.44835885E-12      0.24095642E+01
      0.40828501E+00      0.34554245E+00     -0.22466137E-12      0.45047296E-12      0.23988679E+01
      0.40865250E+00      0.34441405E+00     -0.22504431E-12      0.45270953E-12      0.23910342E+01
      0.40901999E+00      0.34371532E+00     -0.22546407E-12      0.45507638E-12      0.23861834E+01
      0.40938748E+00      0.34346266E+00     -0.22592155E-12      0.45758110E-12      0.23844294E+01
      0.40975498E+00      0.34367143E+00     -0.22641759E-12      0.46023098E-12      0.23858787E+01
      0.41012247E+00      0.34435596E+00     -0.22695293E-12      0.46303304E-12      0.23906309E+01
      0.41048996E+00      0.34552943E+00     -0.22752821E-12      0.46599392E-12      0.23987775E+01
      0.41085746E+00      0.34720387E+00     -0.22814397E-12      0.46911993E-12      0.24104020E+01
      0.41122495E+00      0.34939010E+00     -0.22880064E-12      0.47241698E-12      0.24255795E+01
      0.41159244E+00      0.35209768E+00     -0.22949857E-12      0.47589056E-12      0.24443765E+01
      0.41195994E+00      0.35533488E+00     -0.23023797E-12      0.47954572E-12      0.24668502E+01
      0.41232743E+00      0.35910866E+00     -0.23101897E-12      0.48338706E-12      0.24930490E+01
      0.41269492E+00      0.36342459E+00     -0.23184158E-12      0.48741866E-12      0.25230116E+01
      0.41306242E+00      0.36828687E+00     -0.23270568E-12      0.49164412E-12      0.25567671E+01
      0.41342991E+00      0.37369828E+00     -0.23361106E-12      0.49606652E-12      0.25943349E+01
      0.41379740E+00      0.37966017E+00     -0.23455738E-12      0.50068837E-12      0.26357242E+01
      0.41416490E+00      0.38617242E+00     -0.23554422E-12      0.50551164E-12      0.26809344E+01
      0.41453239E+00      0.39323345E+00     -0.23657101E-12      0.51053774E-12      0.27299544E+01
      0.41489988E+00      0.40084022E+00     -0.23763710E-12      0.51576748E-12      0.27827630E+01
      0.41526738E+00      0.40898818E+00     -0.23874172E-12      0.52120109E-12      0.28393288E+01
      0.41563487E+00      0.41767131E+00     -0.23988398E-12      0.52683821E-12      0.28996099E+01
      0.41600236E+00      0.42688210E+00     -0.24106293E-12      0.53267786E-12      0.29635542E+01
      0.41636986E+00      0.43661158E+00     -0.24227747E-12      0.53871850E-12      0.30310994E+01
      0.41673735E+00      0.44684930E+00     -0.24352644E-12      0.54495797E-12      0.31021730E+01
      0.41710484E+00      0.45758336E+00     -0.24480859E-12      0.55139351E-12      0.31766923E+01
      0.41747234E+00      0.46880044E+00     -0.24612256E-12      0.55802178E-12      0.32545650E+01
      0.41783983E+00      0.48048582E+00     -0.24746692E-12      0.56483889E-12      0.33356886E+01
      0.41820732E+00      0.49262338E+00     -0.24884018E-12      0.57184036E-12      0.34199515E+01
      0.41857482E+00      0.50519566E+00     -0.25024077E-12      0.57902116E-12      0.35072324E+01
      0.41894231E+00      0.51818391E+00     -0.25166706E-12      0.58637576E-12      0.35974010E+01
      0.41930980E+00      0.53156808E+00     -0.25311736E-12      0.59389809E-12      0.36903183E+01
      0.41967730E+00      0.54532692E+00     -0.25458993E-12      0.60158163E-12      0.37858366E+01
      0.42004479E+00      0.55943797E+00     -0.25608301E-12      0.60941937E-12      0.38838002E+01
      0.42041228E+00      0.57387768E+00     -0.25759480E-12      0.61740390E-12      0.39840453E+01
      0.42077978E+00      0.58862139E+00     -0.25912346E-12      0.62552740E-12      0.40864009E+01
      0.42114727E+00      0.60364345E+00     -0.26066716E-12      0.63378170E-12      0.41906889E+01
      0.42151476E+00      0.61891724E+00     -0.26222405E-12      0.64215830E-12      0.42967245E+01
      0.42188226E+00      0.63441526E+00     -0.26379230E-12      0.65064842E-12      0.44043168E+01
      0.42224975E+00      0.65010919E+00     -0.26537006E-12      0.65924304E-12      0.45132692E+01
      0.42261724E+00      0.66596995E+00     -0.26695555E-12      0.66793294E-12      0.46233797E+01
      0.42298474E+00      0.68196779E+00     -0.26854698E-12      0.67670876E-12      0.47344420E+01
      0.42335223E+00      0.69807237E+00     -0.27014263E-12      0.68556103E-12      0.48462451E+01
      0.42371972E+00      0.71425279E+00     -0.27174082E-12      0.69448023E-12      0.49585749E+01
      0.42408722E+00      0.73047773E+00     -0.27333994E-12      0.70345685E-12      0.50712137E+01
      0.42445471E+00      0.74671552E+00     -0.27493843E-12      0.71248143E-12      0.51839417E+01
      0.42482220E+00      0.76293417E+00     -0.27653484E-12      0.72154461E-12      0.52965369E+01
      0.42518969E+00      0.77910153E+00     -0.27812779E-12      0.73063722E-12      0.54087759E+01
      0.42555719E+00      0.79518533E+00     -0.27971602E-12      0.73975029E-12      0.55204349E+01
      0.42592468E+00      0.81115326E+00     -0.28129834E-12      0.74887513E-12      0.56312894E+01
      0.42629217E+00      0.82697309E+00     -0.28287373E-12      0.75800342E-12      0.57411158E+01
      0.42665967E+00      0.84261274E+00     -0.28444126E-12      0.76712720E-12      0.58496914E+01
      0.42702716E+00      0.85804037E+00     -0.28600013E-12      0.77623898E-12      0.59567950E+01
      0.42739465E+00      0.87322445E+00     -0.28754971E-12      0.78533180E-12      0.60622078E+01
      0.42776215E+00      0.88813388E+00     -0.28908951E-12      0.79439926E-12      0.61657139E+01
      0.42812964E+00      0.90273806E+00     -0.29061917E-12      0.80343558E-12      0.62671008E+01
      0.42849713E+00      0.91700696E+00     -0.29213853E-12      0.81243568E-12      0.63661602E+01
      0.42886463E+00      0.93091124E+00     -0.29364758E-12      0.82139522E-12      0.64626882E+01
      0.42923212E+00      0.94442230E+00     -0.29514648E-12      0.83031064E-12      0.65564864E+01
      0.42959961E+00      0.95751238E+00     -0.29663558E-12      0.83917926E-12      0.66473620E+01
      0.42996711E+00      0.97015463E+00     -0.29811540E-12      0.84799927E-12      0.67351286E+01
      0.43033460E+00      0.98232322E+00     -0.29958665E-12      0.85676981E-12      0.68196069E+01
      0.43070209E+00      0.99399334E+00     -0.30105023E-12      0.86549101E-12      0.69006247E+01
      0.43106959E+00      0.10051414E+01     -0.30250723E-12      0.87416404E-12      0.69780179E+01
      0.43143708E+00      0.10157449E+01     -0.30395893E-12      0.88279114E-12      0.70516308E+01
      0.43180457E+00      0.10257827E+01     -0.30540680E-12      0.89137565E-12      0.71213166E+01
      0.43217207E+00      0.10352350E+01     -0.30685250E-12      0.89992206E-12      0.71869379E+01
      0.43253956E+00      0.10440835E+01     -0.30829789E-12      0.90843602E-12      0.72483667E+01
      0.43290705E+00      0.10523111E+01     -0.30974499E-12      0.91692439E-12      0.73054857E+01
      0.43327455E+00      0.10599025E+01     -0.31119604E-12      0.92539523E-12      0.73581877E+01
      0.43364204E+00      0.10668438E+01     -0.31265343E-12      0.93385785E-12      0.74063764E+01
      0.43400953E+00      0.10731228E+01     -0.31411975E-12      0.94232279E-12      0.74499670E+01
      0.43437703E+00      0.10787288E+01     -0.31559773E-12      0.95080183E-12      0.74888858E+01
      0.43474452E+00      0.10836530E+01     -0.31709030E-12      0.95930803E-12      0.75230710E+01
      0.43511201E+00      0.10878881E+01     -0.31860052E-12      0.96785569E-12      0.75524728E+01
      0.43547951E+00      0.10914288E+01     -0.32013159E-12      0.97646033E-12      0.75770535E+01
      0.43584700E+00      0.10942714E+01     -0.32168689E-12      0.98513872E-12      0.75967877E+01
      0.43621449E+00      0.10964140E+01     -0.32326988E-12      0.99390883E-12      0.76116625E+01
      0.43658199E+00      0.10978567E+01     -0.32488418E-12      0.10027898E-11      0.76216775E+01
      0.43694948E+00      0.10986010E+01     -0.32653349E-12      0.10118020E-11      0.76268450E+01
      0.43731697E+00      0.10986507E+01     -0.32822162E-12      0.10209667E-11      0.76271899E+01
      0.43768447E+00      0.10980111E+01     -0.32995244E-12      0.10303065E-11      0.76227497E+01
      0.43805196E+00      0.10966895E+01     -0.33172992E-12      0.10398450E-11      0.76135746E+01
      0.43841945E+00      0.10946948E+01     -0.33355807E-12      0.10496065E-11      0.75997272E+01
      0.43878695E+00      0.10920380E+01     -0.33544092E-12      0.10596164E-11      0.75812828E+01
      0.43915444E+00      0.10887316E+01     -0.33738257E-12      0.10699011E-11      0.75583285E+01
      0.43952193E+00      0.10847899E+01     -0.33938707E-12      0.10804875E-11      0.75309641E+01
      0.43988943E+00      0.10802291E+01     -0.34145851E-12      0.10914034E-11      0.74993010E+01
      0.44025692E+00      0.10750667E+01     -0.34360094E-12      0.11026770E-11      0.74634623E+01
      0.44062441E+00      0.10693223E+01     -0.34581835E-12      0.11143372E-11      0.74235825E+01
      0.44099190E+00      0.10630167E+01     -0.34811469E-12      0.11264133E-11      0.73798073E+01
      0.44135940E+00      0.10561726E+01     -0.35049383E-12      0.11389350E-11      0.73322931E+01
      0.44172689E+00      0.10488139E+01     -0.35295953E-12      0.11519319E-11      0.72812068E+01
      0.44209438E+00      0.10409662E+01     -0.35551545E-12      0.11654343E-11      0.72267252E+01
      0.44246188E+00      0.10326562E+01     -0.35816510E-12      0.11794719E-11      0.71690350E+01
      0.44282937E+00      0.10239123E+01     -0.36091187E-12      0.11940748E-11      0.71083316E+01
      0.44319686E+00      0.10147638E+01     -0.36375894E-12      0.12092726E-11      0.70448197E+01
      0.44356436E+00      0.10052413E+01     -0.36670933E-12      0.12250946E-11      0.69787117E+01
      0.44393185E+00      0.99537663E+00     -0.36976584E-12      0.12415697E-11      0.69102279E+01
      0.44429934E+00      0.98520253E+00     -0.37293106E-12      0.12587262E-11      0.68395960E+01
      0.44466684E+00      0.97475271E+00     -0.37620733E-12      0.12765916E-11      0.67670499E+01
      0.44503433E+00      0.96406177E+00     -0.37959671E-12      0.12951925E-11      0.66928299E+01
      0.44540182E+00      0.95316509E+00     -0.38310102E-12      0.13145546E-11      0.66171817E+01
      0.44576932E+00      0.94209875E+00     -0.38672177E-12      0.13347025E-11      0.65403556E+01
      0.44613681E+00      0.93089946E+00     -0.39046016E-12      0.13556594E-11      0.64626064E+01
      0.44650430E+00      0.91960443E+00     -0.39431706E-12      0.13774473E-11      0.63841927E+01
      0.44687180E+00      0.90825130E+00     -0.39829302E-12      0.14000864E-11      0.63053756E+01
      0.44723929E+00      0.89687808E+00     -0.40238824E-12      0.14235954E-11      0.62264190E+01
      0.44760678E+00      0.88552299E+00     -0.40660252E-12      0.14479911E-11      0.61475882E+01
      0.44797428E+00      0.87422441E+00     -0.41093532E-12      0.14732885E-11      0.60691499E+01
      0.44834177E+00      0.86302081E+00     -0.41538570E-12      0.14995002E-11      0.59913708E+01
      0.44870926E+00      0.85195057E+00     -0.41995232E-12      0.15266371E-11      0.59145176E+01
      0.44907676E+00      0.84105199E+00     -0.42463344E-12      0.15547072E-11      0.58388561E+01
      0.44944425E+00      0.83036312E+00     -0.42942689E-12      0.15837164E-11      0.57646505E+01
      0.44981174E+00      0.81992171E+00     -0.43433008E-12      0.16136680E-11      0.56921628E+01
      0.45017924E+00      0.80976508E+00     -0.43934001E-12      0.16445626E-11      0.56216523E+01
      0.45054673E+00      0.79993009E+00     -0.44445323E-12      0.16763979E-11      0.55533745E+01
      0.45091422E+00      0.79045298E+00     -0.44966586E-12      0.17091688E-11      0.54875814E+01
      0.45128172E+00      0.78136935E+00     -0.45497357E-12      0.17428671E-11      0.54245198E+01
      0.45164921E+00      0.77271402E+00     -0.46037161E-12      0.17774817E-11      0.53644317E+01
      0.45201670E+00      0.76452098E+00     -0.46585478E-12      0.18129983E-11      0.53075530E+01
      0.45238420E+00      0.75682331E+00     -0.47141743E-12      0.18493992E-11      0.52541133E+01
      0.45275169E+00      0.74965309E+00     -0.47705351E-12      0.18866635E-11      0.52043353E+01
      0.45311918E+00      0.74304133E+00     -0.48275652E-12      0.19247669E-11      0.51584343E+01
      0.45348668E+00      0.73701791E+00     -0.48851952E-12      0.19636818E-11      0.51166178E+01
      0.45385417E+00      0.73161149E+00     -0.49433519E-12      0.20033770E-11      0.50790847E+01
      0.45422166E+00      0.72684948E+00     -0.50019576E-12      0.20438178E-11      0.50460252E+01
      0.45458916E+00      0.72275794E+00     -0.50609311E-12      0.20849661E-11      0.50176204E+01
      0.45495665E+00      0.71936154E+00     -0.51201870E-12      0.21267802E-11      0.49940415E+01
      0.45532414E+00      0.71668355E+00     -0.51796363E-12      0.21692149E-11      0.49754500E+01
      0.45569163E+00      0.71474570E+00     -0.52391863E-12      0.22122214E-11      0.49619969E+01
      0.45605913E+00      0.71356824E+00     -0.52987409E-12      0.22557475E-11      0.49538225E+01
      0.45642662E+00      0.71316981E+00     -0.53582008E-12      0.22997375E-11      0.49510565E+01
      0.45679411E+00      0.71356748E+00     -0.54174635E-12      0.23441323E-11      0.49538172E+01
      0.45716161E+00      0.71477665E+00     -0.54764238E-12      0.23888692E-11      0.49622117E+01
      0.45752910E+00      0.71681109E+00     -0.55349734E-12      0.24338825E-11      0.49763355E+01
      0.45789659E+00      0.71968288E+00     -0.55930018E-12      0.24791031E-11      0.49962724E+01
      0.45826409E+00      0.72340240E+00     -0.56503962E-12      0.25244587E-11      0.50220945E+01
      0.45863158E+00      0.72797832E+00     -0.57070416E-12      0.25698740E-11      0.50538620E+01
      0.45899907E+00      0.73341760E+00     -0.57628215E-12      0.26152708E-11      0.50916232E+01
      0.45936657E+00      0.73972547E+00     -0.58176174E-12      0.26605680E-11      0.51354145E+01
      0.45973406E+00      0.74690547E+00     -0.58713100E-12      0.27056819E-11      0.51852604E+01
      0.46010155E+00      0.75495941E+00     -0.59237785E-12      0.27505260E-11      0.52411735E+01
      0.46046905E+00      0.76388742E+00     -0.59749018E-12      0.27950117E-11      0.53031546E+01
      0.46083654E+00      0.77368795E+00     -0.60245579E-12      0.28390479E-11      0.53711931E+01
      0.46120403E+00      0.78435778E+00     -0.60726249E-12      0.28825417E-11      0.54452665E+01
      0.46157153E+00      0.79589207E+00     -0.61189809E-12      0.29253981E-11      0.55253413E+01
      0.46193902E+00      0.80828438E+00     -0.61635044E-12      0.29675204E-11      0.56113727E+01
      0.46230651E+00      0.82152669E+00     -0.62060745E-12      0.30088106E-11      0.57033052E+01
      0.46267401E+00      0.83560948E+00     -0.62465714E-12      0.30491692E-11      0.58010725E+01
      0.46304150E+00      0.85052171E+00     -0.62848766E-12      0.30884957E-11      0.59045980E+01
      0.46340899E+00      0.86625091E+00     -0.63208729E-12      0.31266890E-11      0.60137952E+01
      0.46377649E+00      0.88278321E+00     -0.63544453E-12      0.31636470E-11      0.61285678E+01
      0.46414398E+00      0.90010343E+00     -0.63854807E-12      0.31992674E-11      0.62488104E+01
      0.46451147E+00      0.91819507E+00     -0.64138688E-12      0.32334480E-11      0.63744085E+01
      0.46487897E+00      0.93704043E+00     -0.64395016E-12      0.32660863E-11      0.65052391E+01
      0.46524646E+00      0.95662062E+00     -0.64622745E-12      0.32970806E-11      0.66411711E+01
      0.46561395E+00      0.97691568E+00     -0.64820861E-12      0.33263295E-11      0.67820660E+01
      0.46598145E+00      0.99790458E+00     -0.64988385E-12      0.33537327E-11      0.69277778E+01
      0.46634894E+00      0.10195654E+01     -0.65124379E-12      0.33791912E-11      0.70781540E+01
      0.46671643E+00      0.10418752E+01     -0.65227943E-12      0.34026070E-11      0.72330359E+01
      0.46708393E+00      0.10648103E+01     -0.65298224E-12      0.34238842E-11      0.73922590E+01
      0.46745142E+00      0.10883463E+01     -0.65334412E-12      0.34429287E-11      0.75556536E+01
      0.46781891E+00      0.11124581E+01     -0.65335750E-12      0.34596488E-11      0.77230454E+01
      0.46818641E+00      0.11371199E+01     -0.65301528E-12      0.34739549E-11      0.78942559E+01
      0.46855390E+00      0.11623056E+01     -0.65231091E-12      0.34857608E-11      0.80691028E+01
      0.46892139E+00      0.11879883E+01     -0.65123837E-12      0.34949826E-11      0.82474009E+01
      0.46928889E+00      0.12141412E+01     -0.64979225E-12      0.35015404E-11      0.84289625E+01
      0.46965638E+00      0.12407367E+01     -0.64796768E-12      0.35053572E-11      0.86135975E+01
      0.47002387E+00      0.12677475E+01     -0.64576043E-12      0.35063602E-11      0.88011146E+01
      0.47039137E+00      0.12951456E+01     -0.64316688E-12      0.35044805E-11      0.89913215E+01
      0.47075886E+00      0.13229034E+01     -0.64018404E-12      0.34996535E-11      0.91840251E+01
      0.47112635E+00      0.13509930E+01     -0.63680957E-12      0.34918189E-11      0.93790326E+01
      0.47149384E+00      0.13793869E+01     -0.63304177E-12      0.34809212E-11      0.95761516E+01
      0.47186134E+00      0.14080573E+01     -0.62887963E-12      0.34669100E-11      0.97751909E+01
      0.47222883E+00      0.14369769E+01     -0.62432281E-12      0.34497397E-11      0.99759605E+01
      0.47259632E+00      0.14661187E+01     -0.61937164E-12      0.34293702E-11      0.10178272E+02
      0.47296382E+00      0.14954560E+01     -0.61402714E-12      0.34057668E-11      0.10381941E+02
      0.47333131E+00      0.15249623E+01     -0.60829101E-12      0.33789003E-11      0.10586784E+02
      0.47369880E+00      0.15546119E+01     -0.60216566E-12      0.33487475E-11      0.10792621E+02
      0.47406630E+00      0.15843795E+01     -0.59565416E-12      0.33152909E-11      0.10999277E+02
      0.47443379E+00      0.16142401E+01     -0.58876030E-12      0.32785192E-11      0.11206579E+02
      0.47480128E+00      0.16441697E+01     -0.58148852E-12      0.32384272E-11      0.11414360E+02
      0.47516878E+00      0.16741448E+01     -0.57384397E-12      0.31950159E-11      0.11622457E+02
      0.47553627E+00      0.17041425E+01     -0.56583245E-12      0.31482925E-11      0.11830711E+02
      0.47590376E+00      0.17341410E+01     -0.55746043E-12      0.30982710E-11      0.12038970E+02
      0.47627126E+00      0.17641188E+01     -0.54873503E-12      0.30449713E-11      0.12247086E+02
      0.47663875E+00      0.17940556E+01     -0.53966404E-12      0.29884200E-11      0.12454917E+02
      0.47700624E+00      0.18239317E+01     -0.53025583E-12      0.29286502E-11      0.12662327E+02
